doc_id,document_type_guess,year_guess,title_guess,author_guess,doi_guess,materials,processes,properties,text_chars,text_quality,source_path,normalized_target
bd3191cf23199321,journal_or_report,2008,Scale Rules for Macrosegregation during Direct-Chill Casting,"DMITRY G. ESKIN, QIANG DU, and LAURENS KATGERMAN",10.1007/s11661-008-9468-7,['aluminum_alloy'],"['casting', 'deformation', 'surface_engineering']",['thermal_stability'],27396,ok,D:\测试文献\Eskin2008_Article_ScaleRulesForMacrosegregationD.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Eskin2008_Article_ScaleRulesForMacrosegregationD_2008.pdf
1190d153cd768889,book,2014,Light Metals 2014,MECHANISMS AND CONTROL OF MACROSEGREGATION IN DC CASTING,,"['aluminum_alloy', 'steel']",['casting'],['thermal_stability'],32779,ok,D:\测试文献\Eskin2016_Chapter_MechanismsAndControlOfMacroseg.pdf,D:\测试文献\literature_kb_pipeline\normalized\book\Eskin2016_Chapter_MechanismsAndControlOfMacroseg_2014.pdf
122ce532a8cea396,book,2015,Advances in the Science and Engineering of Casting Solidification,"Adrian V. Catalina, Andreas Buhrig-Polaczek, Charles Monroe, Adrian S. Sabau,",,['aluminum_alloy'],"['casting', 'surface_engineering']",['thermal_stability'],26317,ok,D:\测试文献\Eskin2016_Chapter_StructureAndCastingDefectsOfAl.pdf,D:\测试文献\literature_kb_pipeline\normalized\book\Eskin2016_Chapter_StructureAndCastingDefectsOfAl_2015.pdf
3da782e2695b94de,book,,This page intentionally left blank,Essentials,,"['ceramic', 'composite']","['casting', 'heat_treatment', 'surface_engineering']","['corrosion', 'fatigue', 'microstructure', 'strength']",1374974,needs_ocr,D:\测试文献\Essentials of Materials Science and Engineering.pdf,D:\测试文献\literature_kb_pipeline\normalized\book\Essentials of Materials Science and Engineering_unknown.pdf
ba3cd6e0ef423c7e,journal_or_report,2010,Materials and Design 31 (2010) 4567–4576,Contents lists available at ScienceDirect,10.1016/j.matdes.2010.03.040,"['aluminum_alloy', 'steel']","['casting', 'welding']","['ductility', 'microstructure', 'strength']",30889,ok,D:\测试文献\Establishing relationship between the base metal properties and friction stir welding process parameters of castaluminium alloys.PDF,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Establishing relationship between the base metal properties and friction stir welding process parameters of castaluminium alloys_2010.pdf
61d05eee010564a7,journal_or_report,2023,44,April,,"['aluminum_alloy', 'magnesium_alloy']","['deformation', 'heat_treatment']","['microstructure', 'strength']",12299,ok,D:\测试文献\EV31镁合金热压缩变形行为及热加工图_郁天其.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\EV31镁合金热压缩变形行为及热加工图_郁天其_2023.pdf
5ffec693d932793f,journal_or_report,2025,Materials & Design 258 (2025) 114619,Contents lists available at ScienceDirect,10.1016/j.matdes.2025.114619,['titanium_alloy'],['surface_engineering'],"['strength', 'thermal_stability']",80661,ok,D:\测试文献\Folate-modified-nanodelivery-platform-loaded-with-triptolide-fo_2025_Materia.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Folate-modified-nanodelivery-platform-loaded-with-triptolide-fo_2025_Materia_2025.pdf
384ee2b5509b70bf,journal_or_report,2001,International Journal of Fatigue 23 (2001) S413–S421,Abstract,,['steel'],"['deformation', 'surface_engineering']","['ductility', 'fatigue', 'microstructure', 'strength']",34114,ok,D:\测试文献\Foreign-object damage and high-cycle fatigue_ role of microstructure in Ti–6Al–4V.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Foreign-object damage and high-cycle fatigue_ role of microstructure in Ti–6Al–4V_2001.pdf
e7f812b4f61fd42d,journal_or_report,1998,Materials Science and Engineering A255 (1998) 107 – 116,Formation and coarsening of a nanodispersed microstructure in,,['composite'],"['heat_treatment', 'surface_engineering']","['microstructure', 'strength', 'thermal_stability']",23796,ok,D:\测试文献\Formation and coarsening of a nanodispersed microstructure in melt spun Al–Ni–Zr alloy.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Formation and coarsening of a nanodispersed microstructure in melt spun Al–Ni–Zr alloy_1998.pdf
dfc7628ddc28a92a,journal_or_report,,Vol.36 No.2 HUANG Yuanchun et al: Formation Mechanism and Existing Form of Sb in...,Formation Mechanism and Existing Form of Sb in Heat,10.1007/s11595-021-2405-y,['magnesium_alloy'],"['casting', 'heat_treatment']","['microstructure', 'strength', 'thermal_stability']",28335,ok,D:\测试文献\Formation Mec...Gd-Y-Sb Alloy_黄元春.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Formation Mec...Gd-Y-Sb Alloy_黄元春_unknown.pdf
18e123338e7ee190,journal_or_report,2008,Available online at www.sciencedirect.com,Formation of a nanostructured CrN layer on nitrided tool steel by,10.1016/j.scriptamat.2007.12.027,['steel'],['surface_engineering'],"['microstructure', 'thermal_stability']",19465,ok,D:\测试文献\Formation of a nanostructured CrN layer on nitrided tool steel by.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Formation of a nanostructured CrN layer on nitrided tool steel by_2008.pdf
819100d32eea642a,journal_or_report,2024,G B T 1231-2024【高清版】,,,[],[],[],0,needs_ocr,D:\测试文献\G B T 1231-2024【高清版】.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\G B T 1231-2024【高清版】_2024.pdf
137e71b343d098da,standard,2010,GA 141-2010 警用防弹衣,,,[],[],[],0,needs_ocr,D:\测试文献\GA 141-2010 警用防弹衣.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GA 141-2010 警用防弹衣_2010.pdf
841ddad9b3f39b76,standard,2000,GA 247-2000 监所周界高压电网装置,,,[],[],[],0,needs_ocr,D:\测试文献\GA 247-2000 监所周界高压电网装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GA 247-2000 监所周界高压电网装置_2000.pdf
004b6f7aad00deb7,standard,2012,GA 293-2012 警用防弹头盔及面罩,,,[],[],[],0,needs_ocr,D:\测试文献\GA 293-2012 警用防弹头盔及面罩.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GA 293-2012 警用防弹头盔及面罩_2012.pdf
90fd4a8b0e8bfc85,standard,2024,GA 68-2024 警用防刺服,,,[],[],[],0,needs_ocr,D:\测试文献\GA 68-2024 警用防刺服.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GA 68-2024 警用防刺服_2024.pdf
a0b29b0307890c54,journal_or_report,2018,GA164-2018 专用运钞车防护技术要求,,,[],[],['ballistic'],0,needs_ocr,D:\测试文献\GA164-2018 专用运钞车防护技术要求.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\GA164-2018 专用运钞车防护技术要求_2018.pdf
239012641c554788,journal_or_report,2019,硕士学位论文,RESEARCH ON PREPARATION AND MOTION,,['liquid_metal'],['welding'],"['corrosion', 'microstructure']",64730,ok,D:\测试文献\GaInSn液态金属球形J...马达的制备及运动机理的研究_刘青.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\GaInSn液态金属球形J...马达的制备及运动机理的研究_刘青_2019.pdf
565a85c9b7935148,journal_or_report,2017,Soft Matter,View Article Online,10.1039/c7sm00071e,"['liquid_metal', 'steel']","['casting', 'surface_engineering']","['corrosion', 'thermal_stability']",25997,ok,D:\测试文献\Galvanic corrosion couple-induced Marangoni flow of liquid metal.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Galvanic corrosion couple-induced Marangoni flow of liquid metal_2017.pdf
18ab8d54d6d0301b,journal_or_report,2012,c Indian Academy of Sciences.,"Key Laboratory of Electromagnetic Processing of Materials, Ministry of Education, Northeastern University,",,"['aluminum_alloy', 'magnesium_alloy']","['casting', 'powder_metallurgy']","['microstructure', 'thermal_stability']",17418,ok,D:\测试文献\GAO2012_Article_GrainRefinementOfAZ31Magnesium.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\GAO2012_Article_GrainRefinementOfAZ31Magnesium_2012.pdf
9a79d12b5625c522,journal_or_report,2018,"JOM, Vol. 70, No. 12, 2018",MULTIPHASE FLOWS IN MATERIALS PROCESSING,10.1007/s11837-018-3048-0,"['aluminum_alloy', 'titanium_alloy']","['additive_manufacturing', 'casting', 'surface_engineering']",['strength'],23286,ok,D:\测试文献\Gao2018_Article_NumericalModelingOfEBCHMForLar.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Gao2018_Article_NumericalModelingOfEBCHMForLar_2018.pdf
5169914f9af5f821,journal_or_report,,DOI :,,,"['aluminum_alloy', 'composite', 'magnesium_alloy']","['casting', 'deformation', 'heat_treatment']","['ballistic', 'corrosion', 'ductility', 'microstructure', 'strength']",6485,ok,D:\测试文献\Ga对6063铝合金力学性能及电阻率的影响_林金平.pdf,D:\测试文献\literature_kb_pipeline\normalized\journal_or_report\Ga对6063铝合金力学性能及电阻率的影响_林金平_unknown.pdf
d49bfd3b4a354a7b,standard,2022,GB 1389B-2022 系统电磁环境效应要求,,,[],[],[],0,needs_ocr,D:\测试文献\GB 1389B-2022 系统电磁环境效应要求.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 1389B-2022 系统电磁环境效应要求_2022.pdf
1120d99085e7f5c0,standard,2024,GB 1499.1-2024,,,[],[],[],0,needs_ocr,D:\测试文献\GB 1499.1-2024.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 1499.1-2024_2024.pdf
f42d99a46972f5db,standard,2024,GB 1499.2-2024（正版）,,,[],[],[],0,needs_ocr,D:\测试文献\GB 1499.2-2024（正版）.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 1499.2-2024（正版）_2024.pdf
c475c16dcc6d8714,standard,2011,ICS 23. 020. 30,,,"['aluminum_alloy', 'composite', 'steel']","['heat_treatment', 'surface_engineering', 'welding']","['corrosion', 'strength']",285141,ok,D:\测试文献\GB 150-2011压力容器.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 150-2011压力容器_2011.pdf
16944d5065ff52d7,standard,2025,GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）,,,[],[],[],0,needs_ocr,D:\测试文献\GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 1710A-2025 试制和生产准备状态检查（正式版可搜索）_2025.pdf
8df04c47508a30fe,standard,,GB 3489_硬质合金 孔隙度和非化合碳的金相测定,,,[],[],[],0,needs_ocr,D:\测试文献\GB 3489_硬质合金 孔隙度和非化合碳的金相测定.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB 3489_硬质合金 孔隙度和非化合碳的金相测定_unknown.pdf
353d635f48bee2f0,standard,1986,GB_T 5080.7-1986,,,[],[],[],0,needs_ocr,D:\测试文献\GB_T 5080.7-1986.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5080.7-1986_1986.pdf
b521a9d6128e4413,standard,2020,GB_T 5100-2020 钢质焊接气瓶,,,['steel'],['welding'],[],0,needs_ocr,D:\测试文献\GB_T 5100-2020 钢质焊接气瓶.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5100-2020 钢质焊接气瓶_2020.pdf
fe1c9370ff4d1848,standard,2016,GB_T 5153-2016,,,[],[],[],0,needs_ocr,D:\测试文献\GB_T 5153-2016.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5153-2016_2016.pdf
9339eb9f73f77eeb,standard,2020,GB_T 5168-2020 钛及钛合金高低倍组织检验方法,,,['titanium_alloy'],[],['microstructure'],0,needs_ocr,D:\测试文献\GB_T 5168-2020 钛及钛合金高低倍组织检验方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5168-2020 钛及钛合金高低倍组织检验方法_2020.pdf
db9d41696f1684e4,standard,2022,GB_T 5231-2022,,,[],[],[],0,needs_ocr,D:\测试文献\GB_T 5231-2022.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5231-2022_2022.pdf
eb59d255f8a6d5b1,standard,2024,GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述,,,[],[],['strength'],0,needs_ocr,D:\测试文献\GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5270-2024 金属基体上的金属覆盖层 电沉积和化学沉积层 附着强度试验方法评述_2024.pdf
7e4fa2ee1b7c9c9d,standard,2018,GB_T 5293-2018(1),,,[],[],[],0,needs_ocr,D:\测试文献\GB_T 5293-2018(1).pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5293-2018(1)_2018.pdf
207241448c518095,standard,2018,GB_T 5293-2018,,,[],[],[],0,needs_ocr,D:\测试文献\GB_T 5293-2018.pdf,D:\测试文献\literature_kb_pipeline\normalized\standard\GB_T 5293-2018_2018.pdf
0cc328d86bb0aeee,patent,,一种以微纳米铝热剂为材料的含能药型罩,,,['aluminum_alloy'],[],[],0,needs_ocr,D:\测试文献\一种以微纳米铝热剂为材料的含能药型罩.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种以微纳米铝热剂为材料的含能药型罩_unknown.pdf
3eca0774fd99c8d2,patent,2022,(19)中华人民共和国国家知识产权局,,,['titanium_alloy'],['surface_engineering'],[],13733,ok,D:\测试文献\一种医疗钛合金接骨板清洗装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种医疗钛合金接骨板清洗装置_2022.pdf
5213ba4f91caaaf6,patent,2021,(19)中华人民共和国国家知识产权局,,,"['aluminum_alloy', 'composite', 'steel', 'titanium_alloy']",['surface_engineering'],['ballistic'],7105,ok,D:\测试文献\一种可形成全向分布式复合活性射弹的聚能装药结构.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种可形成全向分布式复合活性射弹的聚能装药结构_2021.pdf
a343ed7e2d99aff9,patent,2021,(19)中华人民共和国国家知识产权局,,,"['aluminum_alloy', 'composite', 'steel']","['deformation', 'surface_engineering']","['ballistic', 'strength']",6410,ok,D:\测试文献\一种可形成嵌接式金属、活性双侵彻体的聚能装药结构.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种可形成嵌接式金属、活性双侵彻体的聚能装药结构_2021.pdf
56a2050db970aa3b,patent,2021,(19)中华人民共和国国家知识产权局,,,"['aluminum_alloy', 'composite', 'steel']",['surface_engineering'],"['ballistic', 'ductility', 'strength']",8522,ok,D:\测试文献\一种可形成穿爆时序联合作用的单级式聚能装药结构.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种可形成穿爆时序联合作用的单级式聚能装药结构_2021.pdf
8dddaf5b1ef1266b,patent,,一种均匀低应力值锥形药型罩的制备方法,,,[],[],[],0,needs_ocr,D:\测试文献\一种均匀低应力值锥形药型罩的制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种均匀低应力值锥形药型罩的制备方法_unknown.pdf
6e71a87cb26bc5a5,patent,2021,(19)中华人民共和国国家知识产权局,,,[],['surface_engineering'],['ballistic'],3816,ok,D:\测试文献\一种开设有毁伤元通道的单兵反装甲导弹战斗部.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种开设有毁伤元通道的单兵反装甲导弹战斗部_2021.pdf
8c9f452c92d10a19,patent,2024,(19)国家知识产权局,,,"['aluminum_alloy', 'ceramic', 'composite', 'steel']","['casting', 'heat_treatment']","['ballistic', 'microstructure', 'strength']",5111,ok,D:\测试文献\一种引燃纵火毁伤元材料及其制备方法和应用.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种引燃纵火毁伤元材料及其制备方法和应用_2024.pdf
ee31fb0504b831cc,patent,2022,(19)中华人民共和国国家知识产权局,,,"['aluminum_alloy', 'composite', 'titanium_alloy']","['casting', 'deformation', 'surface_engineering']","['ductility', 'fatigue', 'microstructure', 'strength', 'thermal_stability']",8776,ok,D:\测试文献\一种抗氧化高温钛合金及其制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种抗氧化高温钛合金及其制备方法_2022.pdf
ccddd7b259e4a194,patent,2023,(19)国家知识产权局,,,"['composite', 'liquid_metal', 'magnesium_alloy']",['casting'],[],4505,ok,D:\测试文献\一种液态金属原位复合石墨烯热界面材料及其制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种液态金属原位复合石墨烯热界面材料及其制备方法_2023.pdf
6c3e104b08a487b3,patent,,一种用于不锈钢低温盐浴渗氮的氮化盐_王均,,,['steel'],['surface_engineering'],[],0,needs_ocr,D:\测试文献\一种用于不锈钢低温盐浴渗氮的氮化盐_王均.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于不锈钢低温盐浴渗氮的氮化盐_王均_unknown.pdf
ae2a8d3622861b7b,patent,2022,(19)国家知识产权局,,,[],['surface_engineering'],[],3698,ok,D:\测试文献\一种用于丝材镀膜的框架装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于丝材镀膜的框架装置_2022.pdf
3e26788294b2e495,patent,2024,(19)国家知识产权局,,,[],[],[],3713,ok,D:\测试文献\一种用于取料的防交错夹具.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于取料的防交错夹具_2024.pdf
a2d174f4b2af1454,patent,2022,(19)国家知识产权局,,,['titanium_alloy'],[],[],5957,ok,D:\测试文献\一种用于大孔径等孔径射孔弹的药型罩.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于大孔径等孔径射孔弹的药型罩_2022.pdf
52c2f8f641c1b1d4,patent,2022,(19)国家知识产权局,,,"['aluminum_alloy', 'steel']","['deformation', 'surface_engineering']","['ballistic', 'ductility']",8911,ok,D:\测试文献\一种用于形成成型弹丸的聚能装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于形成成型弹丸的聚能装置_2022.pdf
0b55f4888ab78849,patent,2020,(19)中华人民共和国国家知识产权局,,,[],"['deformation', 'surface_engineering']",[],9708,ok,D:\测试文献\一种用于检测药型罩壁厚与壁厚差的装置.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于检测药型罩壁厚与壁厚差的装置_2020.pdf
c6e03e58350c983d,patent,2022,(19)国家知识产权局,,,"['ceramic', 'composite']","['casting', 'deformation', 'heat_treatment']","['ballistic', 'ductility', 'microstructure', 'strength']",10368,ok,D:\测试文献\一种用于爆炸成型弹丸药型罩的单相钨合金及其制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于爆炸成型弹丸药型罩的单相钨合金及其制备方法_2022.pdf
8e33db64f5f04ba2,patent,,一种用于电弧熔丝增材制造的ZL114A丝材制备方法,,,['aluminum_alloy'],['additive_manufacturing'],[],0,needs_ocr,D:\测试文献\一种用于电弧熔丝增材制造的ZL114A丝材制备方法.pdf,D:\测试文献\literature_kb_pipeline\normalized\patent\一种用于电弧熔丝增材制造的ZL114A丝材制备方法_unknown.pdf
